# f2_ablation_sweep provenance (W3C PROV / RO-Crate, arXiv:2312.07852)
# prov:generatedAt = 1780324947 (unix seconds UTC)
# prov:wasGeneratedBy = f2_ablation_sweep --mode all --steps 200
# prov:agent_git_sha = be9b4c4
# prov:host = playras-MacBook-Pro.local
# prov:trainer_internals_schema = trainer_internals_v1_2026_06_01
# prov:cargo_pkg_version = 0.1.0
# Bump trainer_internals_schema in src/race/multi_seed.rs when LCG/init/forward changes.
mode,fix_name,fix_index,cumulative_n,seed,bpb,config_hash,wall_s
triplet,triplet_rms_gradclip_smooth,6,,42,5.999999,0xd6fb56da54e415fc,1.168
triplet,triplet_rms_gradclip_smooth,6,,43,5.999999,0xd6fb56da54e415fc,1.168
triplet,triplet_rms_gradclip_smooth,6,,44,5.999999,0xd6fb56da54e415fc,1.168
triplet,triplet_rms_gradclip_smooth,6,,45,5.999999,0xd6fb56da54e415fc,1.168
triplet,triplet_rms_gradclip_smooth,6,,46,5.999999,0xd6fb56da54e415fc,1.168
triplet,triplet_rms_gradclip_wd,7,,42,2.099121,0x6a8c7eb6a25df103,1.584
triplet,triplet_rms_gradclip_wd,7,,43,2.139152,0x6a8c7eb6a25df103,1.584
triplet,triplet_rms_gradclip_wd,7,,44,2.200823,0x6a8c7eb6a25df103,1.584
triplet,triplet_rms_gradclip_wd,7,,45,2.346589,0x6a8c7eb6a25df103,1.584
triplet,triplet_rms_gradclip_wd,7,,46,2.590687,0x6a8c7eb6a25df103,1.584
triplet,triplet_rms_gradclip_dropout,8,,42,5.999999,0x84f81c6fbfa8fdec,1.816
triplet,triplet_rms_gradclip_dropout,8,,43,5.999999,0x84f81c6fbfa8fdec,1.816
triplet,triplet_rms_gradclip_dropout,8,,44,5.999999,0x84f81c6fbfa8fdec,1.816
triplet,triplet_rms_gradclip_dropout,8,,45,5.999999,0x84f81c6fbfa8fdec,1.816
triplet,triplet_rms_gradclip_dropout,8,,46,5.999999,0x84f81c6fbfa8fdec,1.816
triplet,triplet_rms_clamp_smooth,9,,42,5.999999,0xd6fb56da54e415fc,1.249
triplet,triplet_rms_clamp_smooth,9,,43,5.999999,0xd6fb56da54e415fc,1.249
triplet,triplet_rms_clamp_smooth,9,,44,5.999999,0xd6fb56da54e415fc,1.249
triplet,triplet_rms_clamp_smooth,9,,45,5.999999,0xd6fb56da54e415fc,1.249
